Spectraltype,Temperature (K),absolute-magnitude
,4455,7.421829613
,4315,7.424751492
,4286,7.42622703
,4599,7.42774214
,4599,7.42774214
,4348.35,7.43872944
,4263,7.463303613
,4263,7.463303613
,4263,7.463303613
,3682,7.475853286
,3682,7.475853286
,4248,7.502770735
,4017,7.51035176
,4650,7.515449935
,4456,7.521874308
,5075,7.530904525
,4597,7.537760819
,4400,7.54409377
,4204,7.55386947
,4204,7.55386947
,4223,7.559322433
,4351,7.56650899
,4351,7.56650899
,4231,7.57080395
,4201,7.60550118
,4321,7.625543705
,4321,7.625543705
,4326,7.6477362
,4253,7.655781155
,4192,7.734965285
,4105,7.7852386
,4184,7.788914787
,4257,7.789416499
,4257,7.789416499
,4390,7.804420891
,4106,7.807658919
,4475,7.809186765
,3798,7.816411625
,4098,7.819174486
,4098,7.819174486
,4098,7.819174486
,4098,7.819174486
,3914,7.822001509
,3914,7.822001509
,3914,7.822001509
,3914,7.822001509
,4103,7.824228105
,3767,7.825583195
,3767,7.825583195
,4450,7.835350825
,4252,7.835392868
,4252,7.835392868
,4252,7.835392868
,4252,7.835392868
,4269,7.841354015
,4269,7.841354015
,4269,7.841354015
,4339,7.847708613
,4128,7.862518891
,4340,7.8754083
,4667,7.879463539
,4667,7.879463539
,4400,7.884550065
,4268,7.886199648
,4075,7.888569665
,4070,7.894014522
,4272,7.906501885
,4675,7.928787453
,4092,7.933669679
,4648,7.965535678
,4648,7.965535678
,4648,7.965535678
,4143,7.979243748
,,8.012714526
,4320,8.024743465
,4043,8.03400613
,4027,8.0344684
,4462,8.050014378
,4462,8.050014378
,4134,8.050797463
,4014.73,8.066774869
,4002,8.080169578
,4188,8.082790122
,4079,8.093073148
,4079,8.093073148
,4079,8.093073148
,4255,8.118868169
,4255,8.118868169
,4255,8.118868169
,4255,8.118868169
,5737,8.124419
,4094,8.145063368
,4094,8.145063368
,3903,8.160778832
,3903,8.160778832
,4140,8.162938643
,4045,8.163841401
,4324,8.164660247
,4324,8.164660247
,3944,8.174809757
,3944,8.174809757
,4258,8.1944684
,4258,8.1944684
,4258,8.1944684
,3959,8.19677063
,4484,8.204940252
,4484,8.204940252
,4262,8.205487496
,4262,8.205487496
,4222.06,8.232484665
,4222.06,8.232484665
,4258,8.236930738
,4258,8.236930738
,4258,8.236930738
,4005,8.247741596
,3934,8.287755393
,3750,8.29777063
,3750,8.29777063
,3964,8.309910885
,3799,8.335701331
,3799,8.335701331
,3799,8.335701331
,3926,8.349808192
,3930,8.360572202
,3930,8.360572202
,3931,8.376235128
,3901,8.394848891
,3900,8.406997804
,3734,8.440566477
,3734,8.440566477
,3734,8.440566477
,3734,8.440566477
,3755,8.447357765
,3755,8.447357765
,3755,8.447357765
,3755,8.447357765
,3755,8.447357765
,4105,8.452619549
,4097,8.466626538
,4097,8.466626538
,3789,8.482413743
,4127,8.511062085
,4044,8.54685228
,3827,8.562659778
,3827,8.562659778
,3810,8.587019448
,3810,8.587019448
,3843,8.59591868
,3784,8.609439985
,3830,8.646477181
,3748,8.660159989
,3864,8.667051449
,4035,8.728604787
,4156,8.734921484
,3813,8.739826943
,3546.46,8.752833272
,3753,8.754870714
,3768,8.771147274
,3916,8.772759908
,3722,8.850631393
,4027,8.857614791
,3724,8.862286683
,4148.21,8.894586779
,3804,8.897759908
,3638,8.923997296
,3712,8.937543705
,4006,8.939371359
,3896,8.946330363
,3896,8.946330363
,3896,8.946330363
,3660,8.958791967
,3660,8.958791967
,3785,8.959978366
,3715,8.985010495
,3687,8.990073148
,4252,9.000920713
,4252,9.000920713
,4252,9.000920713
,3701,9.008968632
,3910,9.01249198
,3910,9.01249198
,3591,9.020931133
,3591,9.020931133
,3900,9.044786857
,3900,9.044786857
,3900,9.044786857
,3900,9.044786857
,3900,9.044786857
,3867,9.10543297
,3745,9.124589963
,3740,9.150457804
,3740,9.150457804
,3740,9.150457804
,3740,9.150457804
,3740,9.150457804
,3810,9.1665098
,3810,9.1665098
,3636,9.174734618
,3631,9.192543705
,3631,9.192543705
,3845,9.1932278
,3548,9.21405059
,3820,9.267778832
,3889.72,9.278056343
,3713,9.289202648
,3672,9.296586639
,3724,9.302830495
,3879,9.315342032
,3841,9.328343565
,3841,9.328343565
,3841,9.328343565
,3570,9.368164461
,3621,9.414623382
,3655,9.432475743
,3578,9.4468077
,3691,9.483204481
,3785,9.544597823
,3722,9.57912026
,3722,9.57912026
,3700,9.609013232
,3778,9.613063849
,3778,9.613063849
,3568,9.614741795
,3568,9.614741795
,3568,9.614741795
,3725,9.681709852
,3685,9.713495335
,3658,9.719133668
,3717,9.774097523
,3341,9.779512226
,3655,9.903160163
,3655,9.903160163
,3655,9.903160163
,3695,9.926641831
,3556,9.985586639
,3540,9.986464143
,3461,10.01796356
,3663,10.01854921
,3519,10.11069368
,,10.14379381
,3679,10.1562501
,3468,10.1713857
,3472,10.17821806
,3472,10.17821806
,3850,10.19909377
,3537,10.25114647
,3526,10.25630722
,3410,10.31706477
,3600,10.3229973
,3466,10.43524315
,3466,10.43524315
,3466,10.43524315
,3466,10.43524315
,,10.44667405
,3563,10.4572991
,5312,10.50239102
,3492,10.51653641
,3368,10.52717797
,3499,10.62203657
,3654.47,10.64440979
,3241,10.64758664
,,10.72275091
,3457,10.83860541
,3457,10.83860541
,3340,10.85994302
,3359,10.86109377
,3359,10.86109377
,3359,10.86109377
,3550,10.87303725
,3500,10.90937062
,3500,10.90937062
,3500,10.90937062
,3390,11.0304276
,3499,11.03877652
,3350,11.05745544
,3350,11.05745544
,3350,11.05745544
,3350,11.05745544
,3350,11.05745544
,3510,11.07511526
,3510,11.07511526
,3600,11.07994302
,3420,11.0980196
,3420,11.0980196
,3420,11.0980196
,3360.47,11.19293343
,3360.47,11.19293343
,3360.47,11.19293343
,3360.47,11.19293343
,3299,11.19457491
,3459,11.38894723
,3459.09,11.40821437
,3530,11.4584875
,3370,11.53990765
,,11.56329725
,,11.56329725
,,11.56329725
,3622,11.58600865
,3264,11.70909203
,3264,11.70909203
,3398,11.74616436
,3208,11.81190989
,,11.83977073
,,11.83977073
,,11.83977073
,,11.83977073
,3342,11.85761365
,3342,11.85761365
,3342,11.85761365
,3382,11.97308202
,3382,11.97308202
,3214,12.0605091
,3324,12.26848651
,3240,12.30193523
,3180,12.61445494
,3157,12.70378745
,3157,12.70378745
,3157,12.70378745
,3270,13.08686757
,3270,13.08686757
,3068,13.18544517
,3068,13.18544517
,3068,13.18544517
,3192,13.5054165
,3236,13.5142632
,3159,13.59044184
,3159,13.59044184
,3216,13.70066773
,3216,13.70066773
,3056,14.2924875
,3056,14.2924875
,3056,14.2924875
,3036,14.39406866
,3026,14.53865116
,3050,15.55705145
,,16.55334357
,2620,17.2399814
,2559,18.38607315
,2559,18.38607315
,2559,18.38607315
,2559,18.38607315
,2559,18.38607315
,2559,18.38607315
,2559,18.38607315
