pl_hostname,pl_letter,pl_name,st_teff,st_sp,st_lum,st_bmvj,absolute-magnitude
Kepler-500,b,Kepler-500 b,5813,,,,4.809396991
Kepler-501,b,Kepler-501 b,5904,,,,4.668497507
Kepler-502,b,Kepler-502 b,6125,,,,4.200769048
Kepler-504,b,Kepler-504 b,3519,,,,10.11069368
Kepler-505,b,Kepler-505 b,3931,,,,8.376235128
Kepler-506,b,Kepler-506 b,6236,,,,4.049940101
Kepler-507,b,Kepler-507 b,6113,,,,3.930080716
Kepler-508,b,Kepler-508 b,6025,,,,3.912583195
Kepler-509,b,Kepler-509 b,6060,,,,4.203001509
Kepler-51,b,Kepler-51 b,6018,,,,4.640952773
Kepler-51,c,Kepler-51 c,6018,,,,4.640952773
Kepler-51,d,Kepler-51 d,6018,,,,4.640952773
Kepler-510,b,Kepler-510 b,5746,,,,4.059541001
Kepler-511,b,Kepler-511 b,5770,,,,4.49060993
Kepler-512,b,Kepler-512 b,5997,,,,4.048527395
Kepler-513,b,Kepler-513 b,5849,,,,4.588415597
Kepler-514,b,Kepler-514 b,6106,,,,3.735455704
Kepler-515,b,Kepler-515 b,5293,,,,5.680299098
Kepler-516,b,Kepler-516 b,7099,,,,2.606894906
Kepler-517,b,Kepler-517 b,5690,,,,4.9264083
Kepler-518,b,Kepler-518 b,5842,,,,4.996274949
Kepler-519,b,Kepler-519 b,5260,,,,5.783920713
Kepler-52,b,Kepler-52 b,4263,6,,,7.463303613
Kepler-52,c,Kepler-52 c,4263,6,,,7.463303613
Kepler-52,d,Kepler-52 d,4263,6,,,7.463303613
Kepler-520,b,Kepler-520 b,6112,,,,4.337174486
Kepler-520,c,Kepler-520 c,6112,,,,4.337174486
Kepler-521,b,Kepler-521 b,6406,,,,3.547662561
Kepler-522,b,Kepler-522 b,6392,,,,2.838590912
Kepler-523,b,Kepler-523 b,5515,,,,5.308181179
Kepler-524,b,Kepler-524 b,6014,,,,4.611385699
Kepler-524,c,Kepler-524 c,6014,,,,4.611385699
Kepler-525,b,Kepler-525 b,5573,,,,4.732917844
Kepler-526,b,Kepler-526 b,5894,,,,4.533847318
Kepler-527,b,Kepler-527 b,6388,,,,3.616376045
Kepler-528,b,Kepler-528 b,5807,,,,4.676651996
Kepler-529,b,Kepler-529 b,6087,,,,4.283126338
Kepler-529,c,Kepler-529 c,6087,,,,4.283126338
Kepler-53,b,Kepler-53 b,5858,,,,4.927665212
Kepler-53,c,Kepler-53 c,5858,,,,4.927665212
Kepler-53,d,Kepler-53 d,5858,,,,4.927665212
Kepler-530,b,Kepler-530 b,5697,,,,5.067410097
Kepler-531,b,Kepler-531 b,4893,,,,6.315831417
Kepler-532,b,Kepler-532 b,5192,,,,5.964583195
Kepler-533,b,Kepler-533 b,4758,,,,6.511500803
Kepler-534,b,Kepler-534 b,5884,,,,4.860694296
Kepler-535,b,Kepler-535 b,6123,,,,4.017851531
Kepler-536,b,Kepler-536 b,5524,,,,5.560325706
Kepler-537,b,Kepler-537 b,5763,,,,4.762735236
Kepler-538,b,Kepler-538 b,5650,,,,5.107580279
Kepler-539,b,Kepler-539 b,5820,4.2,,,4.913278312
Kepler-539,c,Kepler-539 c,5820,4.2,,,4.913278312
Kepler-54,b,Kepler-54 b,4252,6.1,,,9.000920713
Kepler-54,c,Kepler-54 c,4252,6.1,,,9.000920713
Kepler-54,d,Kepler-54 d,4252,6.1,,,9.000920713
Kepler-540,b,Kepler-540 b,5946,,,,4.488659778
Kepler-541,b,Kepler-541 b,6166,,,,3.237999141
Kepler-542,b,Kepler-542 b,5526,,,,5.222677399
Kepler-543,b,Kepler-543 b,4671,,,,6.945320695
Kepler-544,b,Kepler-544 b,6206,,,,4.034708393
Kepler-545,b,Kepler-545 b,5882,,,,4.551994881
Kepler-546,b,Kepler-546 b,5967,,,,4.526459952
Kepler-547,b,Kepler-547 b,4828,,,,6.45946399
Kepler-548,b,Kepler-548 b,5535,,,,5.545691394
Kepler-549,b,Kepler-549 b,5360,,,,5.563124971
Kepler-549,c,Kepler-549 c,5360,,,,5.563124971
Kepler-55,b,Kepler-55 b,4503,,,,7.019258321
Kepler-55,c,Kepler-55 c,4503,,,,7.019258321
Kepler-55,d,Kepler-55 d,4503,,,,7.019258321
Kepler-55,e,Kepler-55 e,4503,,,,7.019258321
Kepler-55,f,Kepler-55 f,4503,,,,7.019258321
Kepler-550,b,Kepler-550 b,5322,,,,5.733458026
Kepler-551,b,Kepler-551 b,4286,,,,7.42622703
Kepler-552,b,Kepler-552 b,5863,,,,4.673169747
Kepler-553,b,Kepler-553 b,5266,,,,5.622309967
Kepler-553,c,Kepler-553 c,5266,,,,5.622309967
Kepler-554,b,Kepler-554 b,5447,,,,5.27532486
Kepler-555,b,Kepler-555 b,5894,,,,4.761913498
Kepler-556,b,Kepler-556 b,5740,,,,4.798362358
Kepler-557,b,Kepler-557 b,6068,,,,4.383308047
Kepler-558,b,Kepler-558 b,5242,,,,5.733762021
Kepler-559,b,Kepler-559 b,5630,,,,5.246634063
Kepler-56,b,Kepler-56 b,4840,,,,2.635269021
Kepler-56,c,Kepler-56 c,4840,,,,2.635269021
Kepler-56,d,Kepler-56 d,4840,,,,2.635269021
Kepler-560,b,Kepler-560 b,3556,,,,9.985586639
Kepler-561,b,Kepler-561 b,5646,,,,5.24037083
Kepler-561,c,Kepler-561 c,5646,,,,5.24037083
Kepler-562,b,Kepler-562 b,5575,,,,5.219640912
Kepler-563,b,Kepler-563 b,5066,,,,6.037724024
Kepler-564,b,Kepler-564 b,5626,,,,5.153609538
Kepler-565,b,Kepler-565 b,5735,,,,4.912746352
Kepler-566,b,Kepler-566 b,5132,,,,5.968201781
Kepler-567,b,Kepler-567 b,5148,,,,5.915258321
Kepler-568,b,Kepler-568 b,3768,,,,8.771147274
Kepler-569,b,Kepler-569 b,5616,,,,5.058201427
Kepler-57,b,Kepler-57 b,5145,,,,5.665700517
Kepler-57,c,Kepler-57 c,5145,,,,5.665700517
Kepler-570,b,Kepler-570 b,5496,,,,5.29432486
Kepler-571,b,Kepler-571 b,5527,,,,5.282391022
Kepler-572,b,Kepler-572 b,5212,,,,5.842441839
Kepler-573,b,Kepler-573 b,5746,,,,4.719653972
Kepler-574,b,Kepler-574 b,5612,,,,5.161396991
Kepler-575,b,Kepler-575 b,5710,,,,5.067802026
Kepler-576,b,Kepler-576 b,5672,,,,5.204722887
Kepler-577,b,Kepler-577 b,4984,,,,6.187138278
Kepler-578,b,Kepler-578 b,5334,,,,5.639258321
Kepler-579,b,Kepler-579 b,5636,,,,5.164432358
Kepler-58,b,Kepler-58 b,6099,,,,3.851594852
Kepler-58,c,Kepler-58 c,6099,,,,3.851594852
Kepler-58,d,Kepler-58 d,6099,,,,3.851594852
Kepler-580,b,Kepler-580 b,4298,,,,7.387778832
Kepler-581,b,Kepler-581 b,5772,,,,4.956774993
Kepler-582,b,Kepler-582 b,5564,,,,5.536800315
Kepler-583,b,Kepler-583 b,5523,,,,5.296020598
Kepler-584,b,Kepler-584 b,6195,,,,4.056660765
Kepler-585,b,Kepler-585 b,5593,,,,5.128815307
Kepler-586,b,Kepler-586 b,5575,,,,5.179902931
Kepler-587,b,Kepler-587 b,5549,,,,5.256802026
Kepler-588,b,Kepler-588 b,5835,,,,4.769668675
Kepler-589,b,Kepler-589 b,5296,,,,5.638945135
Kepler-59,b,Kepler-59 b,6074,,,,4.26187129
Kepler-59,c,Kepler-59 c,6074,,,,4.26187129
Kepler-590,b,Kepler-590 b,6000,,,,4.464615425
Kepler-591,b,Kepler-591 b,5677,,,,5.002634063
Kepler-592,b,Kepler-592 b,5913,,,,4.592397306
Kepler-593,b,Kepler-593 b,5967,,,,4.52553146
Kepler-594,b,Kepler-594 b,5485,,,,5.395980474
Kepler-595,b,Kepler-595 b,5247,,,,5.745495709
Kepler-596,b,Kepler-596 b,6267,,,,3.846857717
Kepler-597,b,Kepler-597 b,5683,,,,4.972280322
Kepler-598,b,Kepler-598 b,5307,,,,5.577379421
Kepler-599,b,Kepler-599 b,5127,,,,5.983662296
Kepler-6,b,Kepler-6 b,5647,,,,4.448739942
Kepler-60,b,Kepler-60 b,5905,,,,4.190201541
Kepler-60,c,Kepler-60 c,5905,,,,4.190201541
Kepler-60,d,Kepler-60 d,5905,,,,4.190201541
Kepler-600,b,Kepler-600 b,5279,,,,5.745077052
Kepler-601,b,Kepler-601 b,5160,,,,5.842713539
Kepler-602,b,Kepler-602 b,6062,,,,4.58290385
Kepler-603,b,Kepler-603 b,5808,,,,4.92686763
Kepler-603,c,Kepler-603 c,5808,,,,4.92686763
Kepler-603,d,Kepler-603 d,5808,,,,4.92686763
Kepler-604,b,Kepler-604 b,5890,,,,4.759654963
Kepler-605,b,Kepler-605 b,5462,,,,5.360625722
Kepler-605,c,Kepler-605 c,5462,,,,5.360625722
Kepler-606,b,Kepler-606 b,6161,,,,4.275665329
Kepler-607,b,Kepler-607 b,5196,,,,5.910149978
Kepler-608,b,Kepler-608 b,5820,,,,4.850945067
Kepler-609,b,Kepler-609 b,5971,,,,4.565768848
Kepler-61,b,Kepler-61 b,4017,5.7,,,7.51035176
Kepler-610,b,Kepler-610 b,5943,,,,4.574524178
Kepler-610,c,Kepler-610 c,5943,,,,4.574524178
Kepler-611,b,Kepler-611 b,5761,,,,4.787359012
Kepler-612,b,Kepler-612 b,5693,,,,5.063920438
Kepler-613,b,Kepler-613 b,5723,,,,4.925431288
Kepler-614,b,Kepler-614 b,5268,,,,5.790819459
Kepler-615,b,Kepler-615 b,4655,,,,6.744430301
Kepler-616,b,Kepler-616 b,5753,,,,4.91612908
Kepler-616,c,Kepler-616 c,5753,,,,4.91612908
Kepler-617,b,Kepler-617 b,3712,6.1,,,8.937543705
Kepler-618,b,Kepler-618 b,5860,,,,4.590625663
Kepler-619,b,Kepler-619 b,5980,,,,4.468429705
Kepler-619,c,Kepler-619 c,5980,,,,4.468429705
Kepler-62,b,Kepler-62 b,4925,5.2,-0.678,,5.895760907
Kepler-62,c,Kepler-62 c,4925,5.2,-0.678,,5.895760907
Kepler-62,d,Kepler-62 d,4925,5.2,-0.678,,5.895760907
Kepler-62,e,Kepler-62 e,4925,5.2,-0.678,,5.895760907
Kepler-62,f,Kepler-62 f,4925,5.2,-0.678,,5.895760907
Kepler-620,b,Kepler-620 b,6155,,,,4.178141093
Kepler-621,b,Kepler-621 b,4521,,,,6.965251993
Kepler-622,b,Kepler-622 b,4201,,,,7.60550118
Kepler-623,b,Kepler-623 b,5443,,,,5.413895729
Kepler-624,b,Kepler-624 b,6117,,,,4.170413115
Kepler-625,b,Kepler-625 b,5789,,,,4.803481414
Kepler-625,c,Kepler-625 c,5789,,,,4.803481414
Kepler-626,b,Kepler-626 b,5813,,,,4.751754546
Kepler-627,b,Kepler-627 b,6424,,,,3.658768848
Kepler-628,b,Kepler-628 b,5721,,,,4.584607181
Kepler-629,b,Kepler-629 b,5444,,,,5.44300613
Kepler-63,b,Kepler-63 b,5576,,-0.157,,5.514850022
Kepler-630,b,Kepler-630 b,5829,,,,4.783173152
Kepler-631,b,Kepler-631 b,6185,,,,3.870862127
Kepler-632,b,Kepler-632 b,5322,,,,5.617872865
Kepler-633,b,Kepler-633 b,5899,,,,4.705553711
Kepler-634,b,Kepler-634 b,6075,,,,4.154520602
Kepler-635,b,Kepler-635 b,6174,,,,3.725099763
Kepler-636,b,Kepler-636 b,5203,,,,5.989228105
Kepler-637,b,Kepler-637 b,6096,,,,2.426597209
Kepler-638,b,Kepler-638 b,5382,,,,5.384952004
Kepler-639,b,Kepler-639 b,5896,,,,4.173455436
Kepler-640,b,Kepler-640 b,5653,,,,5.067088622
Kepler-641,b,Kepler-641 b,5713,,,,4.633924679
Kepler-642,b,Kepler-642 b,6570,,,,3.295745521
Kepler-643,b,Kepler-643 b,4908,,,,3.718923126
Kepler-644,b,Kepler-644 b,6747,,,,3.198289191
Kepler-645,b,Kepler-645 b,6170,,,,4.218376045
Kepler-646,b,Kepler-646 b,5634,,,,5.215413174
Kepler-647,b,Kepler-647 b,6020,,,,4.479614984
Kepler-648,b,Kepler-648 b,5741,,,,4.824891773
Kepler-649,b,Kepler-649 b,5871,,,,4.836203483
Kepler-65,b,Kepler-65 b,6211,,,,3.698535055
Kepler-65,c,Kepler-65 c,6211,,,,3.698535055
Kepler-65,d,Kepler-65 d,6211,,,,3.698535055
Kepler-650,b,Kepler-650 b,5849,,,,4.155020598
Kepler-651,b,Kepler-651 b,5522,,,,5.290128572
Kepler-652,b,Kepler-652 b,5490,,,,5.261298163
Kepler-653,b,Kepler-653 b,5665,,,,4.521726533
Kepler-653,c,Kepler-653 c,5665,,,,4.521726533
Kepler-654,b,Kepler-654 b,5865,,,,4.543992703
Kepler-655,b,Kepler-655 b,6170,,,,4.02019119
Kepler-656,b,Kepler-656 b,5281,,,,5.651904513
Kepler-657,b,Kepler-657 b,5808,,,,4.869898098
Kepler-658,b,Kepler-658 b,4103,,,,7.824228105
Kepler-659,b,Kepler-659 b,4870,,,,6.368057809
Kepler-66,b,Kepler-66 b,5962,4,,,5.079261896
Kepler-660,b,Kepler-660 b,4779,,,,6.54560448
Kepler-661,b,Kepler-661 b,4483,,,,7.050829005
Kepler-662,b,Kepler-662 b,4897,,,,6.342709852
Kepler-663,b,Kepler-663 b,5264,,,,5.796813876
Kepler-664,b,Kepler-664 b,5754,,,,4.800183849
Kepler-665,b,Kepler-665 b,4913,,,,6.322095057
Kepler-666,b,Kepler-666 b,5887,,,,4.775741795
Kepler-667,b,Kepler-667 b,5327,,,,5.611963565
Kepler-668,b,Kepler-668 b,5352,,,,5.602002033
Kepler-669,b,Kepler-669 b,6038,,,,4.256341217
Kepler-67,b,Kepler-67 b,5331,4.9,,,6.179261896
Kepler-670,b,Kepler-670 b,5709,,,,5.095869622
Kepler-671,b,Kepler-671 b,5624,,,,5.07338138
Kepler-672,b,Kepler-672 b,5627,,,,5.148244222
Kepler-673,b,Kepler-673 b,5355,,,,5.571305726
Kepler-674,b,Kepler-674 b,4192,,,,7.734965285
Kepler-675,b,Kepler-675 b,4945,,,,6.266095057
Kepler-676,b,Kepler-676 b,3701,,,,9.008968632
Kepler-677,b,Kepler-677 b,5723,,,,4.952589963
Kepler-678,b,Kepler-678 b,5520,,,,5.369959735
Kepler-679,b,Kepler-679 b,5403,,,,5.575623213
Kepler-68,b,Kepler-68 b,5793,,,,4.338331158
Kepler-68,c,Kepler-68 c,5793,,,,4.338331158
Kepler-68,d,Kepler-68 d,5793,,,,4.338331158
Kepler-680,b,Kepler-680 b,5890,,,,4.603237421
Kepler-681,b,Kepler-681 b,5021,,,,6.116628854
Kepler-682,b,Kepler-682 b,5559,,,,5.249097415
Kepler-683,b,Kepler-683 b,5703,,,,5.078750912
Kepler-684,b,Kepler-684 b,5493,,,,5.452213977
Kepler-685,b,Kepler-685 b,5963,,,,4.706972567
Kepler-686,b,Kepler-686 b,5649,,,,5.128671863
Kepler-687,b,Kepler-687 b,4841,,,,6.408201781
Kepler-688,b,Kepler-688 b,5715,,,,5.245667733
Kepler-689,b,Kepler-689 b,5518,,,,5.489497507
Kepler-69,b,Kepler-69 b,5638,4.4,-0.097,,5.167935764
Kepler-69,c,Kepler-69 c,5638,4.4,-0.097,,5.167935764
Kepler-690,b,Kepler-690 b,5913,,,,4.578635732
Kepler-691,b,Kepler-691 b,3715,,,,8.985010495
Kepler-692,b,Kepler-692 b,5440,,,,5.54
Kepler-693,b,Kepler-693 b,4881,,,,6.417661392
Kepler-694,b,Kepler-694 b,5700,,,,5.040621831
Kepler-695,b,Kepler-695 b,5181,,,,6.066041553
Kepler-696,b,Kepler-696 b,5903,,,,4.725484362
Kepler-697,b,Kepler-697 b,5513,,,,5.391876247
Kepler-698,b,Kepler-698 b,5612,,,,5.172020692
Kepler-699,b,Kepler-699 b,5330,,,,5.739935171
Kepler-7,b,Kepler-7 b,5933,,,,3.096963565
Kepler-700,b,Kepler-700 b,5692,,,,5.07242308
Kepler-701,b,Kepler-701 b,5343,,,,5.628265242
Kepler-702,b,Kepler-702 b,5419,,,,5.553175728
Kepler-703,b,Kepler-703 b,6185,,,,4.432758982
Kepler-704,b,Kepler-704 b,5616,,,,5.142796946
Kepler-705,b,Kepler-705 b,3722,,,,8.850631393
Kepler-706,b,Kepler-706 b,5394,,,,5.653574906
Kepler-707,b,Kepler-707 b,5099,,,,6.018128334
Kepler-708,b,Kepler-708 b,5692,,,,5.064141093
Kepler-709,b,Kepler-709 b,5071,,,,6.095117688
Kepler-710,b,Kepler-710 b,5611,,,,5.207422443
Kepler-711,b,Kepler-711 b,5222,,,,6.205159603
Kepler-712,b,Kepler-712 b,5148,,,,5.984140029
Kepler-712,c,Kepler-712 c,5148,,,,5.984140029
Kepler-713,b,Kepler-713 b,5785,,,,5.024495335
Kepler-714,b,Kepler-714 b,5995,,,,4.439235721
Kepler-715,b,Kepler-715 b,5871,,,,4.641906566
Kepler-716,b,Kepler-716 b,5099,,,,6.046481136
Kepler-717,b,Kepler-717 b,5485,,,,5.404308047
Kepler-718,b,Kepler-718 b,6191,,,,4.34778206
Kepler-719,b,Kepler-719 b,5777,,,,5.040880134
Kepler-720,b,Kepler-720 b,5618,,,,5.390586639
Kepler-721,b,Kepler-721 b,5075,,,,6.009020739
Kepler-722,b,Kepler-722 b,5863,,,,4.707486509
Kepler-722,c,Kepler-722 c,5863,,,,4.707486509
Kepler-723,b,Kepler-723 b,5539,,,,5.275363433
Kepler-724,b,Kepler-724 b,5437,,,,5.464463671
Kepler-725,b,Kepler-725 b,5363,,,,5.556102015
Kepler-726,b,Kepler-726 b,5452,,,,5.450779907
Kepler-727,b,Kepler-727 b,5441,,,,5.613175728
Kepler-728,b,Kepler-728 b,5660,,,,5.082907646
Kepler-729,b,Kepler-729 b,5633,,,,5.082272247
Kepler-730,b,Kepler-730 b,5620,,,,4.122028166
Kepler-730,c,Kepler-730 c,5620,,,,4.122028166
Kepler-731,b,Kepler-731 b,5849,,,,4.683986542
Kepler-732,b,Kepler-732 b,3631,,,,9.192543705
Kepler-732,c,Kepler-732 c,3631,,,,9.192543705
Kepler-733,b,Kepler-733 b,5418,,,,5.455869622
Kepler-734,b,Kepler-734 b,5326,,,,6.303374343
Kepler-735,b,Kepler-735 b,5107,,,,5.897864544
Kepler-736,b,Kepler-736 b,5217,,,,5.717852647
Kepler-737,b,Kepler-737 b,3813,,,,8.739826943
Kepler-738,b,Kepler-738 b,5327,,,,5.615441639
Kepler-739,b,Kepler-739 b,5601,,,,5.223454502
Kepler-74,b,Kepler-74 b,6000,3.8,,,3.610741795
Kepler-740,b,Kepler-740 b,5438,,,,5.448703225
Kepler-741,b,Kepler-741 b,6129,,,,4.143542846
Kepler-742,b,Kepler-742 b,4642,,,,6.732497272
Kepler-743,b,Kepler-743 b,5486,,,,5.49190147
Kepler-744,b,Kepler-744 b,5594,,,,5.147818654
Kepler-745,b,Kepler-745 b,5849,,,,4.819904085
Kepler-746,b,Kepler-746 b,5418,,,,5.348937431
Kepler-747,b,Kepler-747 b,5096,,,,6.043169426
Kepler-748,b,Kepler-748 b,5934,,,,4.721272247
Kepler-749,b,Kepler-749 b,5009,,,,6.375025119
Kepler-75,b,Kepler-75 b,5200,5,,,4.979475743
Kepler-750,b,Kepler-750 b,6160,,,,4.138750512
Kepler-750,c,Kepler-750 c,6160,,,,4.138750512
Kepler-751,b,Kepler-751 b,5387,,,,5.637492011
Kepler-752,b,Kepler-752 b,5373,,,,5.604957679
Kepler-753,b,Kepler-753 b,4346,,,,7.27577602
Kepler-754,b,Kepler-754 b,5935,,,,4.778618723
Kepler-755,b,Kepler-755 b,5043,,,,6.169760907
Kepler-755,c,Kepler-755 c,5043,,,,6.169760907
Kepler-756,b,Kepler-756 b,5282,,,,5.723802026
Kepler-757,b,Kepler-757 b,6014,,,,4.76853146
Kepler-758,b,Kepler-758 b,6228,,,,3.691511017
Kepler-758,c,Kepler-758 c,6228,,,,3.691511017
Kepler-758,d,Kepler-758 d,6228,,,,3.691511017
Kepler-758,e,Kepler-758 e,6228,,,,3.691511017
Kepler-759,b,Kepler-759 b,5860,,,,4.750175728
Kepler-76,b,Kepler-76 b,6409,3,,,3.676287767
Kepler-760,b,Kepler-760 b,5322,,,,5.603966235
Kepler-760,c,Kepler-760 c,5322,,,,5.603966235
Kepler-761,b,Kepler-761 b,5706,,,,5.052904513
Kepler-762,b,Kepler-762 b,5944,,,,4.609811877
Kepler-763,b,Kepler-763 b,5166,,,,5.915967312
Kepler-764,b,Kepler-764 b,5557,,,,5.273952773
Kepler-765,b,Kepler-765 b,5901,,,,4.609
Kepler-766,b,Kepler-766 b,5992,,,,4.638482348
Kepler-767,b,Kepler-767 b,5694,,,,5.066408248
Kepler-768,b,Kepler-768 b,5108,,,,6.179164357
Kepler-769,b,Kepler-769 b,6186,,,,4.147114462
Kepler-769,c,Kepler-769 c,6186,,,,4.147114462
Kepler-77,b,Kepler-77 b,5520,4.5,,,5.158625722
Kepler-770,b,Kepler-770 b,5598,,,,5.197076716
Kepler-770,c,Kepler-770 c,5598,,,,5.197076716
Kepler-770,d,Kepler-770 d,5598,,,,5.197076716
Kepler-771,b,Kepler-771 b,5906,,,,4.794
Kepler-772,b,Kepler-772 b,5714,,,,4.78290389
Kepler-773,b,Kepler-773 b,5850,,,,4.719830387
Kepler-774,b,Kepler-774 b,6403,,,,2.430265193
Kepler-775,b,Kepler-775 b,5468,,,,5.496700043
Kepler-776,b,Kepler-776 b,5071,,,,6.148327946
Kepler-777,b,Kepler-777 b,4043,,,,8.03400613
Kepler-778,b,Kepler-778 b,5102,,,,5.995201541
Kepler-779,b,Kepler-779 b,3804,,,,8.897759908
Kepler-78,b,Kepler-78 b,5089,4,,,6.077596433
Kepler-780,b,Kepler-780 b,5769,,,,4.745983282
Kepler-781,b,Kepler-781 b,5162,,,,5.910201223
Kepler-782,b,Kepler-782 b,5867,,,,4.70851392
Kepler-783,b,Kepler-783 b,5521,,,,5.238005502
Kepler-784,b,Kepler-784 b,5674,,,,4.384815307
Kepler-785,b,Kepler-785 b,4739,,,,6.597628854
Kepler-786,b,Kepler-786 b,4838,,,,6.340650195
Kepler-787,b,Kepler-787 b,4248,,,,7.502770735
Kepler-788,b,Kepler-788 b,6159,,,,4.204896722
Kepler-789,b,Kepler-789 b,5870,,,,4.69989453
Kepler-79,b,Kepler-79 b,6174,,0.342,,3.924884596
Kepler-79,c,Kepler-79 c,6174,,0.342,,3.924884596
Kepler-79,d,Kepler-79 d,6174,,0.342,,3.924884596
Kepler-79,e,Kepler-79 e,6174,,0.342,,3.924884596
Kepler-790,b,Kepler-790 b,5208,,,,5.879327946
Kepler-791,b,Kepler-791 b,6383,,,,3.574657344
Kepler-792,b,Kepler-792 b,5971,,,,4.576064765
Kepler-793,b,Kepler-793 b,5745,,,,5.121897488
Kepler-794,b,Kepler-794 b,5839,,,,4.04637731
Kepler-795,b,Kepler-795 b,5631,,,,5.02667261
Kepler-796,b,Kepler-796 b,5475,,,,5.106293249
Kepler-797,b,Kepler-797 b,5680,,,,5.174910797
Kepler-798,b,Kepler-798 b,6224,,,,4.022851309
Kepler-799,b,Kepler-799 b,5681,,,,5.057923126
Kepler-8,b,Kepler-8 b,6213,,,,3.280741795
Kepler-80,b,Kepler-80 b,4540,5.5,-0.77,,7.040658919
Kepler-80,c,Kepler-80 c,4540,5.5,-0.77,,7.040658919
Kepler-80,d,Kepler-80 d,4540,5.5,-0.77,,7.040658919
Kepler-80,e,Kepler-80 e,4540,5.5,-0.77,,7.040658919
Kepler-80,f,Kepler-80 f,4540,5.5,-0.77,,7.040658919
Kepler-80,g,Kepler-80 g,4540,5.5,-0.77,,7.040658919
Kepler-800,b,Kepler-800 b,5315,,,,5.658122559
Kepler-801,b,Kepler-801 b,4435,,,,7.202929885
Kepler-802,b,Kepler-802 b,5507,,,,5.271848316
Kepler-803,b,Kepler-803 b,5919,,,,4.727624421
Kepler-804,b,Kepler-804 b,5817,,,,4.691124971
Kepler-804,c,Kepler-804 c,5817,,,,4.691124971
Kepler-805,b,Kepler-805 b,6112,,,,3.459173152
Kepler-806,b,Kepler-806 b,5770,,,,4.65613326
Kepler-807,b,Kepler-807 b,5965,,,,4.538330825
Kepler-808,b,Kepler-808 b,4653,,,,6.752474838
Kepler-809,b,Kepler-809 b,5734,,,,4.905591781
Kepler-81,b,Kepler-81 b,4500,6,,,7.201594573
Kepler-81,c,Kepler-81 c,4500,6,,,7.201594573
Kepler-81,d,Kepler-81 d,4500,6,,,7.201594573
Kepler-810,b,Kepler-810 b,5803,,,,4.845744928
Kepler-811,b,Kepler-811 b,5747,,,,4.331582948
Kepler-812,b,Kepler-812 b,6761,,,,2.977758982
Kepler-813,b,Kepler-813 b,5743,,,,4.94760357
Kepler-814,b,Kepler-814 b,6162,,,,4.091645386
Kepler-815,b,Kepler-815 b,5028,,,,2.847904085
Kepler-816,b,Kepler-816 b,5286,,,,5.825520199
Kepler-817,b,Kepler-817 b,5861,,,,4.839809324
Kepler-818,b,Kepler-818 b,5638,,,,5.13486763
Kepler-819,b,Kepler-819 b,5279,,,,5.737314012
Kepler-82,b,Kepler-82 b,5428,,,,5.186414237
Kepler-82,c,Kepler-82 c,5428,,,,5.186414237
Kepler-82,d,Kepler-82 d,5428,,,,5.186414237
Kepler-82,e,Kepler-82 e,5428,,,,5.186414237
Kepler-820,b,Kepler-820 b,6260,,,,3.992018542
Kepler-821,b,Kepler-821 b,5191,,,,5.870546755
Kepler-822,b,Kepler-822 b,5928,,,,4.706710539
Kepler-823,b,Kepler-823 b,5643,,,,5.039459952
Kepler-824,b,Kepler-824 b,6035,,,,4.291116542
Kepler-825,b,Kepler-825 b,5976,,,,4.637930738
Kepler-825,c,Kepler-825 c,5976,,,,4.637930738
Kepler-826,b,Kepler-826 b,6079,,,,4.384776516
Kepler-827,b,Kepler-827 b,5602,,,,5.242116542
Kepler-828,b,Kepler-828 b,5039,,,,6.075599913
Kepler-829,b,Kepler-829 b,5698,,,,5.033258126
Kepler-83,b,Kepler-83 b,4648,6,,,7.965535678
Kepler-83,c,Kepler-83 c,4648,6,,,7.965535678
Kepler-83,d,Kepler-83 d,4648,6,,,7.965535678
Kepler-830,b,Kepler-830 b,6037,,,,4.538035715
Kepler-831,b,Kepler-831 b,5732,,,,4.881120934
Kepler-832,b,Kepler-832 b,5596,,,,5.260774701
Kepler-833,b,Kepler-833 b,4339,,,,7.351589521
Kepler-834,b,Kepler-834 b,4554,,,,6.969041553
Kepler-835,b,Kepler-835 b,5954,,,,4.447939647
Kepler-836,b,Kepler-836 b,5895,,,,4.623495335
Kepler-837,b,Kepler-837 b,5403,,,,5.561148185
Kepler-838,b,Kepler-838 b,5770,,,,4.886073148
Kepler-839,b,Kepler-839 b,6058,,,,3.997774993
Kepler-84,b,Kepler-84 b,6031,,,,4.625213977
Kepler-84,c,Kepler-84 c,6031,,,,4.625213977
Kepler-84,d,Kepler-84 d,6031,,,,4.625213977
Kepler-84,e,Kepler-84 e,6031,,,,4.625213977
Kepler-84,f,Kepler-84 f,6031,,,,4.625213977
Kepler-840,b,Kepler-840 b,5920,,,,4.697102015
Kepler-841,b,Kepler-841 b,5324,,,,5.629921301
Kepler-842,b,Kepler-842 b,4848,,,,6.417304611
Kepler-843,b,Kepler-843 b,5830,,,,4.789667733
Kepler-844,b,Kepler-844 b,4128,,,,7.862518891
Kepler-845,b,Kepler-845 b,4913,,,,6.265895464
Kepler-846,b,Kepler-846 b,5579,,,,5.195184617
Kepler-847,b,Kepler-847 b,4940,,,,6.16472164
Kepler-848,b,Kepler-848 b,5695,,,,4.548708393
Kepler-849,b,Kepler-849 b,6059,,,,3.482396991
Kepler-85,b,Kepler-85 b,5436,,,,5.293614984
